team,team_strength,tier,region,player_count
Galakticos,90.89,Tier 2,Turkey,7
Grêmio Esports,90.87,Tier 3,Brazil,9
HGE Esport,90.57,Tier 2,Spain,8
The Ultimates,90.55,Tier 2,GCC,5
YDZ Esports,90.5,,,6
Orangutan,90.48,,,7
Ramboot Club,90.36,Tier 2,Spain,6
SAGAZ,90.29,Tier 2,Brazil,5
A nova onda do Imperador,90.17,Tier 2,Brazil,5
THE 7,89.94,Tier 2,Brazil,5
TBK Esports,89.9,Tier 2,Brazil,6
MOUZ,89.36,Tier 2,DACH,5
Falke Esports,89.31,Tier 2,Spain,8
CNEsports,89.28,,,5
QoR,89.25,Tier 2/CVal,North America,7
Agropesca Jacare,89.08,,,5
Funhavers,88.95,Tier 2/CVal,North America,8
Abdes Daycare,88.72,,,6
TotalePRO,88.47,Tier 2,Brazil,5
ALTERNATE aTTaX,88.21,Tier 2,DACH,6
Rival Esports,88.17,,,7
Rapid Lofi,88.08,Tier 2,Vietnam,7
Alter Ego,88.06,Tier 2,Indonesia,8
KOI Fénix,87.63,,,5
Team Flash,87.39,,,6
Team Coldan,87.25,,,5
Next Gen,87.25,,,5
S2G Esports,87.05,Tier 2,Turkey,6
nobody in Paris,87.05,,,6
Coalesce,86.94,Tier 2,Polaris,5
Xipto Esports,86.84,Game Changers,Pacific,7
IGZIST,86.71,Tier 2,Japan,6
ZOL Esports,86.67,Tier 2,Philippines,6
CREST GAMING Zst,86.42,Tier 2,Japan,6
Trust In Plug,86.38,,,5
First Round Out,86.33,,,6
Cumberland Phoenix,86.33,,,7
Culturized,86.25,,,5
Blue Otter,86.06,Tier 2/CVal,North America,6
KCORP Blue Stars,86.01,,,6
5 Budak Gemuk,85.58,,,5
RIVAL,85.41,,,6
Siko,85.12,Tier 2,France,6
Zerance,84.94,Tier 2,France,6
İstanbul Wildcats,84.5,Tier 2,Turkey,6
LAZY,84.5,,,5
NOVO Esports,84.37,Tier 2,Italy,6
ZETA Gaming,84.21,,,8
Bitfix Gaming,84.18,,,5
special grade,83.81,,,6
Ambrosia,83.68,Tier 3,North America,5
Fancy United Esports,82.69,Tier 2,Vietnam,7
The MongolZ,82.58,Tier 2,Mongolia,5
Maryville University,82.56,,,7
Xperion NXT,82.26,Tier 2,DACH,5
NXT,81.67,Tier 2,Polaris,8
Unicorn Cyber Da Nang,81.52,,,6
BC SWELL,81.31,Tier 2,Japan,6
LP33,81.13,,,5
True Rippers,80.96,,,8
esports team αD,80.8,Tier 2,Japan,10
E-Xolos LAZER,80.45,Tier 2,LATAM North,7
Al-Qadsiah Esports,80.3,Tier 2,GCC,5
ROSE,79.98,,,5
把牛變成鱒魚,79.91,,,6
Szach Mat,79.79,,,6
VNU Esports,79.66,,,5
Wintermint,79.34,,,5
Delight,79.27,Tier 2,Japan,7
Siena Heights University,79.12,,,5
BLUE BEES.ESP,79.04,Tier 2,Japan,5
Z11,78.32,,,6
SweetNsour,78.16,Tier 2,Polaris,5
Soi Thai Esports,78.01,,,6
Onyx Ravens,77.91,Tier 2,MENA,6
Dudes,77.27,,,5
Harmony,77.08,,,5
Team Big BAAM,76.67,,,6
S2 Esports,76.0,,,5
SheshMans,75.82,,,5
Moon,75.49,,,5
Six Karma,75.18,Tier 2,LATAM North,5
Original Gaming,75.0,,,5
DRAGONS,74.96,Tier 2,GCC,7
Reckoning Esports,74.93,,,8
děti ulice,74.45,,,5
unsigned,74.35,,,5
Exsto Gaming,74.32,,,6
BITEKI,73.53,,,7
KPI Gaming,72.24,Tier 2,Spain,11
FUSION,71.4,Tier 2,LATAM North,5
IHC Esports,71.33,,,6
Be Man,71.18,,,5
Digital Athletics,70.34,Tier 3,Turkey,7
Orquestra Do Maestro,70.33,Tier 2,Brazil,6
LANDODGERS,70.04,,,5
Team NKT Academy,69.58,,,6
Hungkuang Falcon,68.73,,,6
Erinite Esports,68.48,,,5
101 Outlaws,68.21,,,5
Randoms,68.19,,,7
ZETA DIVISION Academy,67.82,,,7
Vulcan Rising,67.6,,,5
Blue Eyes White Dragon,67.56,,,7
club penguin,67.52,,,8
DUPG Esports,67.44,,,6
Veterans,67.12,,,5
Bon Bon Bum Contra,66.9,,,5
Tiny Turtle Squad,66.54,,,6
Dreams To Legends,66.36,,,6
GOOD BOY,66.32,,,6
TUMT Shark,66.19,,,5
FAWZ Purple,65.99,,,5
ROA Esport,65.73,,,6
Chaos Alliance,64.56,,,5
OCU,64.42,,,6
Awaken Militia,63.89,,,6
Asterisk,62.4,,,8
APAY Academy,61.46,,,7
Team Poupi,55.39,,,5
Spate Esports,55.05,,,5
Wadadaa,44.93,,,6
Shopify Rebellion,42.8,Game Changers,North America GC,5
G2 Gozen,41.36,Game Changers,EMEA,6
Paper Rex x Spotlight Series,38.78,,,5
Ambitious Legend Gaming GC,38.34,Game Changers,China,6
ZETA DIVISION GC,38.27,Game Changers,Pacific,5
KRÜ BLAZE,37.99,Game Changers,Americas,6
oomfies,36.74,Game Changers,North America GC,5
GIANTX GC,36.73,Game Changers,EMEA,5
MIBR GC,35.43,Game Changers,Americas,6
Team Falcons Vega,34.88,Game Changers,EMEA,7
YFP X,33.01,Game Changers,North America GC,6
mesos millionaires,32.6,Game Changers,North America GC,5
FlyQuest RED,32.58,Game Changers,North America GC,5
Teddy Tactics,31.83,Game Changers,North America GC,5
DRX Changers,31.6,,,8
Elation Vortex,29.52,Game Changers,North America GC,7
Qadsiah Esports,,,,6
Reformed GC,,,,5
YFP Gaming,,Tier 2,North America,5
Unicorn Cyber Esports,,,,6
DFM Academy,,,,5
KOI Academy,,,,5
VALIANT,,Tier 2,France,7
F5 Esports,,,,5
Team Vitality,,Tier 1,EMEA,9
BABO,,Tier 2,Japan,7
Stacked Like Pancakes,,,,7
Team Elzira,,,,5
Team Kira,,,,5
STU樹德暴風樹,,,,5
CGN Esports,,Tier 2,DACH,6
momo親子台,,,,5
你媽買菜必漲價,,,,5
ZFE,,,,5
Team Rotib4kar,,,,5
New World Order,,,,5
Unsigned5,,Tier 2,MA/Sing,6
Team CombatBaby,,,,5
吳恩熙瓜汁,,,,5
TUMT Orcinus,,,,5
MYDunWaaAChu,,,,5
Team Micera,,,,5
CSU,,,,5
Niflheimr,,,,5
Team Jeicchu,,,,5
Team Cece,,,,5
HKUF,,,,5
TWA,,,,5
Evil Samurai,,,,5
Xipto x Global Esports,,,,5
SKÅL Esports,,Tier 2,Polaris,5
INHS Yining,,,,6
Team JoshF,,,,5
姊姊壞了我好愛,,,,5
All Gamers Young,,,,5
Mogo eSports,,,,6
Team ESOTERIC,,,,5
Team Sampphire,,,,6
Team sol8erry,,,,6
Daojiang Husky,,,,5
來送幸福的,,,,5
FOP,,,,6
理科純情男高,,,,5
Solstice,,,,5
Team beejaayyy,,,,5
Jester Circus,,,,5
Young Warriors,,,,5
